213460274	213506689,213439230,819447164
213463060	213488101
213463244	213463304,213409954,1300370270
213463304	213425169,213463244,10232014255
213463427	213506689,213425174
213463825	213463834
213463834	213463825,213478648,213439699
213464020	213464029,213448477,213437593
213464029	213464033,213464020,213448467
213464033	213464041,213464029,213448460,213518184
213464041	213464033
213464049	213464082,213496669,213542751
213464082	213464049,213508098,213464091
213464091	213409924,213464082,213437402
213464193	12310597302,213427118
213464578	213413744,5483045343,213470766,213517172
213464609	5483045343,213473689,213540503
213464808	213464819,213433803,213508098
213464819	213464808
213466723	213494552,213489024
213467183	213467197,213433310,213468869
213467197	213467183,213468853,213410917
213467250	213473861,213439372
213467710	213449630,213420677
213467860	213443724,213467870
213467870	213483721
213468072	213425884
213468188	12522698535,213452335
213468202	213431753,12522698535,213481967
213468213	213427683,213431774
213468801	213468812,213468869,213494726
213468812	213468853,213468801,213468869
213468853	213468812,213530686,213467197
213468869	213468812,213467183,213468801
213468878	213468912,213525631,213506888
213468912	213468878,213507036,213507091
213469227	213469268,213504487,213485036
213469268	213469227,213532617,213485036,213501043
213469546	213441419,837158246,213469579
213469579	213441459,213482071,213469584,213469546
213469584	213447816,213482074,213469579
213469826	213435850,213535522,5423379467
213470027	213456441,213458867,10174588138,213540760
213470308	213453065,12256928942,213478606
213470593	213470747,213489030,213496822
213470747	213413744,213470593,213500818
213470766	213464578,213472895
213472459	213472558,213528431,213507091,1043155196
213472558	213472459,213550443,213502266
213472895	213470766
213473403	213473442,213504453,213452229,213500138
213473442	213473500,213473403,213512516
213473500	213473442
213473689	213473697,213464609
213473697	213473689,213473705,1046346819,6208113031
213473705	213473705,213473697
213473820	213473823,213448154,213503264
213473823	213439372,213473820,213448339
213473861	213473875,213467250,213439418
213473875	213473861,213505087,213505023
213474064	213452370
213474348	213474458,213478679,213443023
213474458	213474552,213474486,213474348
213474486	213474458,213542751
213474552	213474458
213478606	3281285789,213470308
213478648	213501043,213478679,213463834
213478679	213504472,213474348,213478648
213480664	213508010
213481170	213536598,213481187,213441399
213481187	213481170
